Dato,Resultat,Modstander,Spillested,Kamptype,Køn,Hold,Tilskuere,date
17-06-2019,1 - 3,Tyskland,Stadio Friuli,EM-slutrunde,Herrer,U21-landshold,7163,2019-06-17
17-06-2021,1 - 2,Belgien,Parken,EM-slutrunde,Herrer,A-Landshold,23395,2021-06-17
17-07-1946,3 - 0,Island,Reykjavik Stadion,Testkamp,Herrer,A-Landshold,14000,1946-07-17
17-07-1976,1 - 4,DDR,NA,Testkamp,Herrer,U19-landshold,0,1976-07-17
17-07-1978,3 - 1,Holland,NA,International turnering,Herrer,U19-landshold,0,1978-07-17
17-07-1981,0 - 0,Norge,NA,NM,Kvinder,A-Landshold,300,1981-07-17
17-07-1982,0 - 2,Norge,NA,International turnering,Herrer,U19-landshold,900,1982-07-17
17-07-1986,2 - 2,Polen,NA,International turnering,Herrer,U19-landshold,0,1986-07-17
17-07-2001,0 - 4,Tyskland,NA,Testkamp,Kvinder,U21-landshold,0,2001-07-17
17-07-2002,1 - 2,Tyskland,Randers Stadion,Testkamp,Kvinder,U21-landshold,0,2002-07-17
17-07-2004,2 - 2,USA,NA,NI Milk Cup,Herrer,U20-landshold,0,2004-07-17
17-08-1983,1 - 1,Norge,Ullevaal,OL-kvalifikationskamp,Herrer,A-Landshold,8354,1983-08-17
17-08-1994,2 - 1,Finland,Parken,Testkamp,Herrer,A-Landshold,7692,1994-08-17
17-08-2005,4 - 1,England,Parken,Testkamp,Herrer,A-Landshold,41438,2005-08-17
17-08-2007,3 - 0,Irland,NA,Testkamp,Kvinder,U16-landshold,525,2007-08-17
17-08-2010,1 - 2,England,NA,Testkamp,Kvinder,U19-landshold,25,2010-08-17
17-09-1939,8 - 1,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,20000,1939-09-17
17-09-1961,2 - 0,Norge,Skive Stadion,Testkamp,Herrer,U21-landshold,7500,1961-09-17
17-09-1961,4 - 0,Norge,Ceres Park,Testkamp,Herrer,B-Landshold,11400,1961-09-17
17-09-1961,4 - 0,Norge,Ullevaal,NM,Herrer,A-Landshold,30000,1961-09-17
17-09-1966,4 - 0,Finland,Holbæk Stadion,Testkamp,Herrer,U21-landshold,4000,1966-09-17
17-09-1966,5 - 0,Finland,Nakskov Idrætspark,Testkamp,Herrer,B-Landshold,2250,1966-09-17
17-09-1994,4 - 0,Holland,NA,International turnering,Herrer,U19-landshold,200,1994-09-17
17-09-1996,2 - 2,Skotland,Rønne Stadion Nord,Testkamp,Herrer,U17-landshold,300,1996-09-17
17-09-1998,4 - 0,Schweiz,Vejle Stadion,Testkamp,Herrer,U19-landshold,0,1998-09-17
17-09-2001,3 - 3,Belgien,NA,International turnering,Herrer,U19-landshold,200,2001-09-17
17-09-2011,8 - 0,Grækenland,Arkadija Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,210,2011-09-17
17-09-2014,0 - 1,Israel,Vejle Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,0,2014-09-17
17-09-2015,2 - 0,Rumænien,Centrul de Fotbal,Testkamp,Kvinder,A-Landshold,88,2015-09-17
17-09-2015,8 - 0,Letland,Spartak Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,400,2015-09-17
17-09-2020,4 - 0,Bosnien-Hercegovina,FF BH Football Training Centre,EM-kvalifikationskamp,Kvinder,A-Landshold,0,2020-09-17
17-09-2021,1 - 1,Portugal,Kolding Stadion,International turnering,Herrer,U16-landshold,712,2021-09-17
17-09-2022,4 - 1,Tyskland,Sanderhallen,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2022-09-17
17-09-2022,4 - 2,Norge,Nammo stadion,Testkamp,Kvinder,U16-landshold,0,2022-09-17
17-09-2023,1 - 2,Tyrkiet,SK Sint-Niklaas,Testkamp,Herrer,U16-landshold,250,2023-09-17
17-09-2023,5 - 5,Argentina,NA,Testkamp,Herrer,Futsallandsholdet,0,2023-09-17
17-10-1937,2 - 1,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,32000,1937-10-17
17-10-1965,1 - 3,Sovjetunionen,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,33700,1965-10-17
17-10-1972,2 - 0,Norge,Frederikshavn Stadion,NM,Herrer,U21-landshold,3100,1972-10-17
17-10-1984,0 - 1,Schweiz,Wankdorf Stadion,VM-kvalifikationskamp,Herrer,A-Landshold,38000,1984-10-17
17-10-1984,1 - 1,Schweiz,NA,EM-kvalifikationskamp,Herrer,U21-landshold,500,1984-10-17
17-10-1985,2 - 1,Vesttyskland,NA,Testkamp,Herrer,U17-landshold,0,1985-10-17
17-10-1990,1 - 1,Nordirland,Windsor Park,EM-kvalifikationskamp,Herrer,A-Landshold,10000,1990-10-17
17-10-1990,3 - 0,San Marino,NA,EM/OL-kvalifikation,Herrer,U21-landshold,800,1990-10-17
17-10-1995,2 - 3,Frankrig,Ikast Stadion,Testkamp,Herrer,U17-landshold,400,1995-10-17
17-10-2002,0 - 2,Tyskland,Ulm Stadion,Testkamp,Kvinder,A-Landshold,4360,2002-10-17
17-10-2002,1 - 0,Malta,Sydbank Park,EM-kvalifikationskamp,Herrer,U17-landshold,801,2002-10-17
17-10-2006,4 - 2,Finland,Sydbank Park,EM-kvalifikationskamp,Herrer,U19-landshold,1628,2006-10-17
17-10-2007,3 - 1,Letland,Parken,EM-kvalifikationskamp,Herrer,A-Landshold,19004,2007-10-17
17-10-2010,3 - 0,Slovenien,Budai II,EM-kvalifikationskamp,Kvinder,U17-landshold,25,2010-10-17
17-10-2011,5 - 1,Cypern,Gladsaxe Stadion,EM-kvalifikationskamp,Herrer,U17-landshold,350,2011-10-17
17-10-2013,0 - 3,Tjekkiet,Complexo Desportivo do Bonito,EM-kvalifikationskamp,Kvinder,U17-landshold,45,2013-10-17
17-10-2017,2 - 3,Schweiz,Green Arena,Testkamp,Herrer,U16-landshold,985,2017-10-17
17-10-2023,0 - 0,Tjekkiet,Střelecký ostrov stadium,EM-kvalifikationskamp,Herrer,U21-landshold,4267,2023-10-17
17-10-2023,0 - 1,Kroatien,NA,International turnering,Herrer,U18-landshold,67,2023-10-17
17-10-2023,2 - 1,San Marino,Stadio Olimpico di San Marino,EM-kvalifikationskamp,Herrer,A-Landshold,4799,2023-10-17
17-10-2023,2 - 2,Australien,La Quinta Football Center,Testkamp,Herrer,U19-landshold,540,2023-10-17
17-10-2023,2 - 2,Østrig,Tskaltubo Technical Center,EM-kvalifikationskamp,Herrer,U17-landshold,39,2023-10-17
17-11-1940,0 - 1,Tyskland,Victoria Sportplaz,Testkamp,Herrer,A-Landshold,28000,1940-11-17
17-11-1976,0 - 1,Portugal,Estádio da Luz,VM-kvalifikationskamp,Herrer,A-Landshold,35000,1976-11-17
17-11-1982,1 - 1,Holland,NA,EM-kvalifikationskamp,Herrer,U17-landshold,4000,1982-11-17
17-11-1991,3 - 0,New Zealand,Tiahne Stadium,VM-slutrunde,Kvinder,A-Landshold,14000,1991-11-17
17-11-1993,0 - 1,Spanien,Estadio Ramon Sánchez Pizjuán,VM-kvalifikationskamp,Herrer,A-Landshold,38000,1993-11-17
17-11-1998,0 - 2,Irland,NA,Testkamp,Herrer,U19-landshold,0,1998-11-17
17-11-1999,3 - 0,Israel,Parken,EM-kvalifikationskamp,Herrer,A-Landshold,41186,1999-11-17
17-11-2001,1 - 1,Tjekkiet,Roskilde Idrætspark,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2001-11-17
17-11-2004,2 - 2,Georgien,Lokomotiv Stadium,VM-kvalifikationskamp,Herrer,A-Landshold,25000,2004-11-17
17-11-2007,1 - 2,Nordirland,Windsor Park,EM-kvalifikationskamp,Herrer,A-Landshold,14000,2007-11-17
17-11-2010,0 - 0,Tjekkiet,Ceres Park,Testkamp,Herrer,A-Landshold,9184,2010-11-17
17-11-2010,1 - 3,Holland,MCH Arena,Testkamp,Herrer,U21-landshold,3114,2010-11-17
17-11-2014,1 - 0,Italien,Franco Salerno,Testkamp,Herrer,U21-landshold,6000,2014-11-17
17-11-2014,1 - 2,Portugal,Estadio Da Nora,EM-kvalifikationskamp,Herrer,U19-landshold,400,2014-11-17
17-11-2015,2 - 0,Armenien,Aalborg Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,1547,2015-11-17
17-11-2015,2 - 2,Sverige,Parken,EM-kvalifikationskamp,Herrer,A-Landshold,36051,2015-11-17
17-11-2019,3 - 1,Tjekkiet,St. George´s Park,International turnering,Herrer,U17-landshold,172,2019-11-17
17-11-2020,1 - 1,Rumænien,NA,EM-kvalifikationskamp,Herrer,U21-landshold,0,2020-11-17
17-11-2022,2 - 2,Sverige,Maxx Royal Football Center,Testkamp,Herrer,U20-landshold,0,2022-11-17
17-11-2023,2 - 1,Slovenien,Parken,EM-kvalifikationskamp,Herrer,A-Landshold,35608,2023-11-17
17-12-2013,0 - 1,Portugal,Estadio Moura AC,Algarve Cup,Herrer,U17-landshold,236,2013-12-17
17-12-2023,7 - 1,Letland,Park Vendia,Nordic Futsal Cup,Herrer,Futsallandsholdet,1044,2023-12-17
18-01-1995,0 - 0,Sydkorea,NA,International turnering,Herrer,U21-landshold,6200,1995-01-18
18-01-2004,1 - 1,USA,Home Depot Center,Uofficiel landskamp,Herrer,Ligalandshold,10461,2004-01-18
18-01-2012,0 - 0,Sydkoreas OL-landshold,Rajamangkala National Stadium,Uofficiel landskamp,Herrer,Ligalandshold,300,2012-01-18
18-01-2012,2 - 3,USA,7 Eyül,Aegean Cup,Herrer,U16-landshold,119,2012-01-18
18-01-2017,0 - 0,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U16-landshold,0,2017-01-18
18-01-2017,3 - 0,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U17-landshold,0,2017-01-18
18-01-2017,3 - 0,Henan Jianye FC,Emirates Seven Stadium,Uofficiel landskamp,Herrer,U21-landshold,0,2017-01-18
18-01-2018,1 - 1,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U19-landshold,52,2018-01-18
18-01-2018,2 - 1,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U16-landshold,40,2018-01-18
18-01-2018,3 - 1,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U17-landshold,22,2018-01-18
18-01-2018,7 - 1,Litauen,Anagennisi Dherynia Stadium,Testkamp,Herrer,U19-landshold,56,2018-01-18
18-02-1992,0 - 1,Skotland,NA,Testkamp,Herrer,U17-landshold,0,1992-02-18
18-02-1992,0 - 3,Skotland,NA,Testkamp,Herrer,U19-landshold,0,1992-02-18
18-02-2004,1 - 0,Tyrkiet,5 Ocak Stadium,Testkamp,Herrer,A-Landshold,21600,2004-02-18
18-02-2015,0 - 1,Irland,AUL Complex,UEFA turnering,Herrer,U16-landshold,233,2015-02-18
18-02-2018,1 - 4,Spanien,Queen Ethelburga’s College,UEFA turnering,Kvinder,U16-landshold,0,2018-02-18
18-02-2022,1 - 1,Tyskland,Stadion Flensburg,Testkamp,Kvinder,U17-landshold,80,2022-02-18
18-02-2023,1 - 1,Finland,Eerikkilä Arena,Testkamp,Kvinder,U23-landshold,77,2023-02-18
18-02-2023,2 - 0,Norge,Francis-Le-Basser Stadium,Testkamp,Kvinder,A-Landshold,0,2023-02-18
18-02-2024,5 - 1,Norge,Marbella Football Center,Testkamp,Kvinder,U17-landshold,0,2024-02-18
18-03-1994,1 - 6,Norge,NA,Algarve Cup,Kvinder,A-Landshold,436,1994-03-18
18-03-1999,5 - 0,Portugal,Estádio Municipal,Algarve Cup,Kvinder,A-Landshold,200,1999-03-18
18-03-2000,2 - 3,Canada,Estádio Municipal,Algarve Cup,Kvinder,A-Landshold,0,2000-03-18
18-03-2003,1 - 2,Kina,Campo da Nora,Algarve Cup,Kvinder,A-Landshold,0,2003-03-18
18-03-2004,0 - 1,Frankrig,Silves,Algarve Cup,Kvinder,A-Landshold,187,2004-03-18
18-03-2010,1 - 3,Sverige,Lillevang (KFUM),Testkamp,Kvinder,U17-landshold,400,2010-03-18
18-03-2012,1 - 2,Island,Egilshöllin,Testkamp,Kvinder,U17-landshold,350,2012-03-18
18-03-2014,2 - 1,Montenegro,Traning Camp Podgorica,Testkamp,Herrer,U19-landshold,207,2014-03-18
18-03-2015,2 - 5,Ukraine,Sarhadchi Olympic Sports Complex,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2015-03-18
18-03-2023,1 - 3,Spanien,Sports Center of FA of Serbia,EM-kvalifikationskamp,Kvinder,U17-landshold,45,2023-03-18
18-04-1972,0 - 1,Vesttyskland,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,10900,1972-04-18
18-04-1981,0 - 2,Skotland,NA,International turnering,Herrer,U16-landshold,0,1981-04-18
18-04-1981,1 - 1,Frankrig,NA,International turnering,Herrer,U16-landshold,0,1981-04-18
18-04-1984,0 - 4,DDR,Ernst Grube Stadion,OL-kvalifikationskamp,Herrer,A-Landshold,12500,1984-04-18
18-04-1987,0 - 1,Frankrig,NA,International turnering,Herrer,U17-landshold,0,1987-04-18
18-04-1992,2 - 0,Schweiz,NA,International turnering,Herrer,U16-landshold,0,1992-04-18
18-04-1992,2 - 3,Mauritius,NA,International turnering,Herrer,U19-landshold,0,1992-04-18
18-04-2000,0 - 2,Tyskland,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2000-04-18
18-04-2002,0 - 1,Tyskland,NA,Testkamp,Kvinder,U17-landshold,0,2002-04-18
18-04-2004,1 - 0,Spanien,Lucena,EM-kvalifikationskamp,Kvinder,A-Landshold,1256,2004-04-18
18-04-2006,0 - 0,Tyskland,Nakskov Idrætspark,Testkamp,Kvinder,U17-landshold,450,2006-04-18
18-04-2012,1 - 3,Italien,Gentofte Stadion,Testkamp,Herrer,U20-landshold,378,2012-04-18
18-04-2013,4 - 3,Tyskland,Aabenraa Stadion,Testkamp,Kvinder,U16-landshold,256,2013-04-18
18-05-1988,3 - 0,Polen,Ceres Park,OL-kvalifikationskamp,Herrer,A-Landshold,5800,1988-05-18
18-05-1999,4 - 3,Slovakiet,NA,Testkamp,Herrer,U19-landshold,300,1999-05-18
18-05-2016,3 - 2,Schweiz,Stadion Centrum Kultury i Sportu,Testkamp,Herrer,U16-landshold,213,2016-05-18
18-05-2023,2 - 1,Schweiz,Stadium Ivanić-Grad,UEFA turnering,Kvinder,U16-landshold,39,2023-05-18
18-06-1933,3 - 2,Sverige,Stockholms Stadion,NM,Herrer,A-Landshold,20297,1933-06-18
18-06-1939,6 - 3,Norge,Københavns Idrætspark,International turnering,Herrer,A-Landshold,30000,1939-06-18
18-06-1957,0 - 2,Finland,Olympiastadion,Testkamp,Herrer,A-Landshold,11870,1957-06-18
18-06-1960,0 - 1,Vesttyskland,Vejle Stadion,Testkamp,Herrer,U19-landshold,0,1960-06-18
18-06-1961,1 - 2,Sverige,Københavns Idrætspark,NM,Herrer,A-Landshold,50000,1961-06-18
18-06-1961,2 - 2,Sverige,NA,Testkamp,Herrer,U21-landshold,2658,1961-06-18
18-06-1961,3 - 3,Sverige,Vägga Idrottsplats,Testkamp,Herrer,B-Landshold,6850,1961-06-18
18-06-1975,1 - 2,Rumænien,Københavns Idrætspark,OL-kvalifikationskamp,Herrer,A-Landshold,13300,1975-06-18
18-06-1986,1 - 5,Spanien,Corregidora,VM-slutrunde,Herrer,A-Landshold,48000,1986-06-18
18-06-1989,4 - 0,Brasilien,Københavns Idrætspark,International turnering,Herrer,A-Landshold,38900,1989-06-18
18-06-1998,1 - 1,Sydafrika,Stadium Municipal,VM-slutrunde,Herrer,A-Landshold,33300,1998-06-18
18-06-2004,2 - 0,Bulgarien,Braga Municipal,EM-slutrunde,Herrer,A-Landshold,24131,2004-06-18
18-06-2011,1 - 3,Island,Aalborg Stadion,EM-slutrunde,Herrer,U21-landshold,9308,2011-06-18
18-06-2011,3 - 0,Wales,Terrain des planches,International turnering,Kvinder,A-Landshold,543,2011-06-18
18-06-2017,0 - 2,Italien,Marszałek Piłsudski Stadium,EM-slutrunde,Herrer,U21-landshold,0,2017-06-18
18-07-1977,2 - 0,Finland,NA,Internordisk turnering,Herrer,U17-landshold,300,1977-07-18
18-07-1979,2 - 2,Holland,NA,International turnering,Herrer,U19-landshold,0,1979-07-18
18-07-1979,3 - 1,Frankrig,Stadio Comunale,Uofficielt EM,Kvinder,A-Landshold,0,1979-07-18
18-07-1980,2 - 3,Norge,NA,International turnering,Herrer,U19-landshold,0,1980-07-18
18-07-1981,2 - 1,Holland,Holbæk Stadion,International turnering,Herrer,U19-landshold,0,1981-07-18
18-07-1982,2 - 1,Sverige,Vejle Stadion,NM,Kvinder,A-Landshold,900,1982-07-18
18-07-1985,1 - 3,Norge,NA,International turnering,Herrer,U19-landshold,150,1985-07-18
18-07-1987,0 - 3,Norge,Slagelse Stadion,International turnering,Herrer,U19-landshold,250,1987-07-18
18-07-1989,0 - 1,Sverige,NA,NM,Kvinder,U17-landshold,0,1989-07-18
18-07-1995,4 - 2,Tyskland,Randers Stadion,Testkamp,Kvinder,U21-landshold,0,1995-07-18
18-07-1998,2 - 3,Frankrig,NA,EM-slutrunde,Kvinder,U19-landshold,0,1998-07-18
18-07-2006,0 - 4,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,110,2006-07-18
18-07-2007,0 - 1,Tyskland,Vikingsvöllur,EM-slutrunde,Kvinder,U19-landshold,202,2007-07-18
18-07-2015,0 - 1,Sverige,Haberfeld Stadium,EM-slutrunde,Kvinder,U19-landshold,250,2015-07-18
18-07-2018,0 - 1,Tyskland,Tissot Arena,EM-slutrunde,Kvinder,U19-landshold,0,2018-07-18
18-08-1959,1 - 1,Island,Københavns Idrætspark,OL-kvalifikationskamp,Herrer,A-Landshold,27000,1959-08-18
18-08-1998,5 - 0,Tjekkiet,NA,Testkamp,Herrer,U21-landshold,1000,1998-08-18
18-08-1999,0 - 0,Holland,Parken,Testkamp,Herrer,A-Landshold,17234,1999-08-18
18-08-1999,0 - 1,Holland,Høje Bøge Stadion,Testkamp,Herrer,U21-landshold,3500,1999-08-18
18-08-2002,2 - 3,Canada,Commonwealth Stadium,VM-slutrunde,Kvinder,U19-landshold,25000,2002-08-18
18-08-2004,5 - 1,Polen,KS Lech Stadium,Testkamp,Herrer,A-Landshold,3500,2004-08-18
18-08-2009,2 - 1,Ungarn,Stadium of Albertirsa,Testkamp,Herrer,U19-landshold,725,2009-08-18
18-08-2019,0 - 2,England,St. George´s Park,International turnering,Herrer,U16-landshold,160,2019-08-18
18-09-1938,1 - 1,Norge,Ullevaal,NM,Herrer,A-Landshold,33065,1938-09-18
18-09-1954,3 - 1,Schweiz,Gurzelen Stadion,Testkamp,Herrer,B-Landshold,9000,1954-09-18
18-09-1966,1 - 2,Finland,Olympiastadion,NM,Herrer,A-Landshold,19200,1966-09-18
18-09-1982,2 - 0,Italien,NA,Testkamp,Kvinder,A-Landshold,1000,1982-09-18
18-09-1985,0 - 0,Sverige,Hørsholm Stadion,Testkamp,Kvinder,A-Landshold,350,1985-09-18
18-09-1997,0 - 1,Tyskland,Vejle Stadion,Testkamp,Herrer,U19-landshold,300,1997-09-18
18-09-2012,1 - 1,Schweiz,Billund Stadion,Testkamp,Kvinder,U19-landshold,396,2012-09-18
18-09-2014,4 - 1,Ukraine,Dalga Arena,EM-kvalifikationskamp,Kvinder,U19-landshold,46,2014-09-18
18-09-2021,0 - 0,Norge,Cidade do Futebol,Testkamp,Kvinder,U19-landshold,92,2021-09-18
18-10-1959,1 - 5,Tjekkoslovakiet,Za Luzankami,EM-kvalifikationskamp,Herrer,A-Landshold,31217,1959-10-18
18-10-1972,1 - 4,Skotland,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,31200,1972-10-18
18-10-1980,4 - 1,Frankrig,Køge Stadion,Testkamp,Kvinder,A-Landshold,365,1980-10-18
18-10-1983,1 - 3,Vesttyskland,NA,Testkamp,Herrer,U19-landshold,1000,1983-10-18
18-10-1988,2 - 2,Grækenland,NA,EM-kvalifikationskamp,Herrer,U21-landshold,500,1988-10-18
18-10-1988,5 - 1,Nordirland,Vejle Stadion,Testkamp,Herrer,U17-landshold,350,1988-10-18
18-10-1989,0 - 0,Østrig,NA,EM-kvalifikationskamp,Herrer,U19-landshold,750,1989-10-18
18-10-1995,0 - 2,Frankrig,Vejle Stadion,Testkamp,Herrer,U19-landshold,300,1995-10-18
18-10-2003,3 - 0,Holland,Odense Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,818,2003-10-18
18-10-2003,3 - 0,Luxembourg,NA,EM-kvalifikationskamp,Herrer,U19-landshold,0,2003-10-18
18-10-2007,6 - 0,Nordmakedonien,Turnovo Stadion,EM-kvalifikationskamp,Kvinder,U17-landshold,75,2007-10-18
18-10-2011,1 - 0,Belgien,Roskilde Idrætspark,Testkamp,Herrer,U18-landshold,424,2011-10-18
18-10-2012,3 - 0,Ukraine,Nakskov Idrætspark,Testkamp,Herrer,U18-landshold,954,2012-10-18
18-10-2014,11 - 0,Kasakhstan,Boris Trajkovski,EM-kvalifikationskamp,Kvinder,U17-landshold,40,2014-10-18
18-10-2016,4 - 2,Belarus,Skjern Stadion,Testkamp,Herrer,U18-landshold,725,2016-10-18
18-10-2017,6 - 2,Schweiz,JYSK Park,Testkamp,Kvinder,U19-landshold,472,2017-10-18
18-10-2018,7 - 1,Færøerne,Green Arena,EM-kvalifikationskamp,Kvinder,U17-landshold,343,2018-10-18
18-10-2022,4 - 1,Tyrkiet,Estádio Nacional,International turnering,Herrer,U16-landshold,46,2022-10-18
18-11-1980,1 - 2,Skotland,NA,EM-kvalifikationskamp,Herrer,U21-landshold,11200,1980-11-18
18-11-1987,0 - 1,Vesttyskland,Ceres Park,OL-kvalifikationskamp,Herrer,A-Landshold,21288,1987-11-18
18-11-1992,1 - 0,Nordirland,Windsor Park,VM-kvalifikationskamp,Herrer,A-Landshold,10000,1992-11-18
18-11-2009,1 - 3,Serbien,Lyngby Stadion,Testkamp,Herrer,U21-landshold,623,2009-11-18
18-11-2009,3 - 1,USA,Ceres Park,Testkamp,Herrer,A-Landshold,15172,2009-11-18
18-11-2014,0 - 2,Rumænien,Arena Națională,Testkamp,Herrer,A-Landshold,9148,2014-11-18
18-11-2019,1 - 1,Irland,Aviva Stadium,EM-kvalifikationskamp,Herrer,A-Landshold,51700,2019-11-18
18-11-2020,2 - 4,Belgien,King Power Stadium,UEFA Nations League,Herrer,A-Landshold,0,2020-11-18
18-11-2022,3 - 2,Tjekkiet,Pinatar Arena,Testkamp,Herrer,U19-landshold,67,2022-11-18
18-11-2022,5 - 3,Irland,NA,International turnering,Herrer,U18-landshold,64,2022-11-18
18-11-2023,4 - 0,Estland,Stade Marcel Garcin,EM-kvalifikationskamp,Herrer,U19-landshold,250,2023-11-18
18-12-1963,1 - 0,Luxembourg,Olympiske Stadion,EM-kvalifikationskamp,Herrer,A-Landshold,5700,1963-12-18
18-12-2011,1 - 2,Brasilien,Estádio Municipal Paulo Machado de Carvalho (Pacaembu),Int. tour. City of São Paulo,Kvinder,A-Landshold,9000,2011-12-18
18-12-2021,7 - 4,Grønland,NA,Nordic Futsal Cup,Herrer,Futsallandsholdet,153,2021-12-18
19-01-1988,1 - 1,Malaysia,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1988-01-19
19-01-1997,2 - 1,Peru,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1997-01-19
19-01-2006,0 - 2,Chile,Estadio Regional de Antofagasta,Testkamp,Herrer,U21-landshold,2000,2006-01-19
19-01-2006,4 - 1,Cypern,NA,Testkamp,Herrer,U19-landshold,100,2006-01-19
19-01-2007,2 - 1,Malaysias OL-landshold,MB Petaling Jaya Stadion,Uofficiel landskamp,Herrer,U21-landshold,144,2007-01-19
19-01-2010,2 - 2,Colombia,Bicentenaria Stadium,International turnering,Kvinder,A-Landshold,359,2010-01-19
19-01-2017,6 - 0,Cypern,Ayia Napa Municipality Training Centre,Testkamp,Herrer,U19-landshold,89,2017-01-19
19-01-2019,1 - 2,Mexico,Centro de Alto Rendimiento,Testkamp,Herrer,U21-landshold,0,2019-01-19
19-02-1997,1 - 2,Cypern,NA,Testkamp,Herrer,U17-landshold,0,1997-02-19
19-02-2002,2 - 1,Grækenland,NA,Testkamp,Herrer,U19-landshold,500,2002-02-19
19-02-2004,0 - 2,England,Fratton Park,Testkamp,Kvinder,A-Landshold,8101,2004-02-19
19-02-2013,1 - 1,Island,Farum Park,Testkamp,Herrer,U18-landshold,413,2013-02-19
19-02-2014,1 - 2,Tyrkiet,Nazilli Stadium,Testkamp,Herrer,U18-landshold,1043,2014-02-19
19-02-2018,3 - 3,Spanien,St. George´s Park,UEFA turnering,Herrer,U16-landshold,23,2018-02-19
19-02-2020,0 - 2,England,St. George´s Park,UEFA turnering,Kvinder,U16-landshold,0,2020-02-19
19-02-2020,0 - 4,England,St. George´s Park,International turnering,Herrer,U16-landshold,56,2020-02-19
19-03-1995,2 - 3,Sverige,Estádio Municipal,Algarve Cup,Kvinder,A-Landshold,500,1995-03-19
19-03-1998,2 - 0,Portugal,NA,Algarve Cup,Kvinder,A-Landshold,0,1998-03-19
19-03-2003,3 - 2,Kroatien,NA,EM-kvalifikationskamp,Herrer,U17-landshold,600,2003-03-19
19-03-2004,6 - 1,Frankrig,La Manga,International turnering,Kvinder,U19-landshold,0,2004-03-19
19-03-2008,0 - 3,Kroatien,Iza Vage Stadion,EM-kvalifikationskamp,Herrer,U17-landshold,1000,2008-03-19
19-03-2015,2 - 11,Aserbajdsjan,Sarhadchi Olympic Sports Complex,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2015-03-19
19-03-2024,0 - 3,Polen,Plewiska Stadium,EM-kvalifikationskamp,Kvinder,U17-landshold,0,2024-03-19
19-04-1981,1 - 2,Israel,NA,International turnering,Herrer,U16-landshold,0,1981-04-19
19-04-1984,3 - 1,Israel,NA,International turnering,Herrer,U19-landshold,1200,1984-04-19
19-04-1987,1 - 2,Belgien,NA,International turnering,Herrer,U17-landshold,0,1987-04-19
19-04-1988,0 - 2,Polen,NA,EM-kvalifikationskamp,Herrer,U19-landshold,3000,1988-04-19
19-04-1994,2 - 0,Ungarn,Hvidovre Stadion,Testkamp,Herrer,U21-landshold,1691,1994-04-19
19-04-2001,2 - 1,Tyskland,NA,Testkamp,Kvinder,U17-landshold,0,2001-04-19
19-04-2002,0 - 1,Schweiz,NA,Testkamp,Kvinder,U19-landshold,780,2002-04-19
19-04-2003,0 - 1,England,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2003-04-19
19-04-2004,0 - 6,Tyskland,NA,Testkamp,Kvinder,U17-landshold,0,2004-04-19
19-04-2019,1 - 2,Frankrig,Complexo Desportivo Azevido – Rebordosa,International turnering,Herrer,U18-landshold,74,2019-04-19
19-04-2022,3 - 1,Finland,The New Saints FC,Testkamp,Kvinder,U16-landshold,78,2022-04-19
19-05-1956,1 - 2,England,Esbjerg Idrætspark,Testkamp,Herrer,U19-landshold,5000,1956-05-19
19-05-1963,0 - 6,Ungarn,Ferenc Puskas Stadion,Testkamp,Herrer,A-Landshold,45000,1963-05-19
19-05-1970,0 - 2,Polen,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,15700,1970-05-19
19-05-1970,1 - 1,Polen,NA,Testkamp,Herrer,U21-landshold,5000,1970-05-19
19-05-1979,3 - 1,England,Hvidovre Stadion,Testkamp,Kvinder,A-Landshold,480,1979-05-19
19-05-1982,0 - 1,Østrig,Ernst Happel,Testkamp,Herrer,A-Landshold,13500,1982-05-19
19-05-1983,1 - 1,Norge,NA,Testkamp,Herrer,U21-landshold,1500,1983-05-19
19-05-1983,2 - 2,Norge,Ceres Park,OL-kvalifikationskamp,Herrer,A-Landshold,2500,1983-05-19
